"id";"name";"meta_keywords";"tags"
"478";"""Москва строится"": Кожуховска​я линия метро";"";"Метрополитен"
"479";"Как реконструируют развязки на МКАД";"";\N
"480";"Строительство путепроводов в Москве";"";"путепровод"
"481";"В Москве ведется строительство трех хордовых магистралей";"";\N
"482";"В Москве в 2014 году откроют 10 развязок";"";"Дороги|Дорожное строительство"
"483";"Как будет развиваться транспортная система Москвы";"";"Дороги|Дорожное строительство"
"484";"""Москва в цифрах"": Осенью откроется стадион ""Открытие Арена""";"";"строительство стадиона «Спартак»"
"485";"Каким будет реконструированный стадион ""Динамо""";"";"Стадион ""Динамо"""
"486";"Открытие эстакады на Дмитровском шоссе. С. Собянин, М. Хуснуллин";"";\N
"487";"Пресс-подход по итогам заседания наблюдательного совета по организации и проведению IV Московского урбанистического форума";"";\N
"488";"Открытие новой эстакады на Можайском шоссе. С. Собянин";"";\N
"489";"Осмотр хода реконструкции стадиона «Лужники». С. Собянин, А. Бочкарев";"";\N
"490";"Посещение дошкольного отделения средней школы № 1474. С. Собянин";"";\N
"491";"Реконструкция ""Лужников"" идет с опережением сроков";"";"реконструкция стадиона ""Лужники"""
"492";"Открытие Гребного канала в Крылатском. С. Собянин, М. Хуснуллин";"";\N
"493";"Строительство на ""Соколиной горе""";"";\N
"494";"Власти Москвы утвердили проект нового ТПУ ""Шипиловская""";"";\N
"495";"Дороги Москвы: Можайское шоссе";"";\N
"496";"""Москва строится"": Щелковское шоссе";"";\N
"497";"Как планируют развивать ""новую Москву""";"";\N
"498";"Какими станут берега Москвы-реки после обустройства набережных";"";\N
"499";"Мэр Москвы поздравил работников и гостей ВДНХ с 75-летием выставки";"";\N
"500";"Пресс-подход по итогам осмотра станции метро «Спартак» и стадиона «Спартак». М. Хуснуллин";"";\N
"501";"Какой будет станция метро ""Стахановская""";"";\N
"502";"Соединяющую Коммунарку и Южное Бутово дорогу реконструируют";"";\N
"503";"Как в Москве строят и реконструируют стадионы к ЧМ по футболу";"";\N
"504";"Этапы строительства станций метро";"";\N
"505";"Как благоустроят набережные Яузы и Москвы-реки";"";\N
"506";"Строительство в Москве";"";\N
"507";"Реконструкция дороги между Киевским и Боровским шоссе завершена";"";\N
"508";"Дороги Москвы: Можайское шоссе";"";\N
"509";"Пресс-конференция Марата Хуснуллина, посвященная Дню строителя";"";\N
"510";"Коллегия Комплекса градостроительной политики и строительства города Москвы «Об итогах работы за первое полугодие 2014 года и основных задачах на второе полугодие 2014 года»";"";\N
"511";"Метро в районе Раменки откроется в 2016 году";"";\N
"512";"Сергей Собянин посетил строительство школы в районе Раменки";"";\N
"513";"""Строительство в деталях"": Как Москва готовится к ЧМ-2018 по футболу";"";\N
"514";"Сколько социальных объектов построят в Москве до 2016 года";"";\N
"515";"Реконструкция Бусиновской развязки";"";\N
"516";"""Москва строится"": Гребной канал";"";\N
"517";"""Москва в цифрах"": Спортивный квартал ""Парк Легенд""";"";\N
"518";"Открытие движения по реконструированной дороге от Киевского до Боровского шоссе (деревня Рассказовка - городское поселение Московский)";"";\N
"519";"Осмотр хода реконструкции Можайского шоссе";"";\N
"520";"День строителя. Спортивный праздник в «Лужниках»";"";\N
"521";"Осмотр хода работ по комплексной реконструкции квартала пятиэтажных жилых домов в районе Хорошево-Мнёвники";"";\N
"522";"Какой будет Калининско-Солнцевская линия метро";"";\N
"523";"""Москва в цифрах"": Школы Новой Москвы";"";\N
"524";"Открытие станции метро ""Спартак""";"";\N
"525";"В Подмосковье началось строительство ЦКАД";"";\N
"526";"Тоннель на Волгоградском проспекте начнут строить в 2014 году";"";\N
"527";"Дороги Москвы: Ленинградское шоссе";"";\N
"528";"Строительство жилья и гостиниц в столице";"";\N
"529";"""Москва в цифрах"": Эстакада на Новорязанском шоссе";"";\N
"530";"Каким будет макет Москвы на ВДНХ";"";\N
"531";"""Интервью"": Владимир Жидкин - о готовности ""новой Москвы"" к 1 сентября";"";\N
"533";"Доклад о ходе реконструкции Дмитровского шоссе";"";\N
"534";"Расположение станции метро ""Новопеределкино""";"";\N
"535";"У станции метро ""Борисово"" планируется обустроить ТПУ";"";\N
"536";"Утвержден проект планировки ТПУ ""Южная""";"";\N
"537";"Как изменятся ""Лужники""";"";\N
"538";"""Москва строится"": Развязка между МКАД и Ленинским проспектом";"";\N
"539";"""Москва строится"": Третий пересадочный контур";"";\N
"540";"Как изменится площадь Тверской Заставы";"";\N
"541";"Дороги Москвы: Волоколамское шоссе";"";\N
"542";"Каким будет ТПУ ""Хорошевская""";"";\N
"543";"Дороги Москвы: Шоссе Энтузиастов";"";"Дороги|Шоссе Энтузиастов"
"544";"Перинатально-кардиологический корпус построят в ГКБ № 67";"";\N
"545";"Столичные власти утвердили проект ТПУ ""Тропарево""";"";\N
"546";"Дороги Москвы: Волгоградский проспект";"";\N
"547";"В Тушино заложили камень будущего храма святого князя Владимира";"";\N
"548";"Как проходят строительные работы на Северо-Восточной хорде";"";\N
"549";"На строящейся станции «Петровский парк» завершена уникальная операция по монтажу тоннелепроходческого комплекса";"";\N
"550";"""Большое интервью"": Марат Хуснуллин о строительстве объектов культуры";"";\N
"551";"""Москва в цифрах"": Можайское шоссе";"";\N
"552";"Дороги Москвы: Рублевское шоссе";"";\N
"553";"""Москва в цифрах"": ТПУ ""Терешково""";"";\N
"554";"Как изменилась ""новая Москва"" за два года";"";\N
"555";"""Москва в цифрах"": ЦКАД";"";\N
"556";"Москва строится: Реконструкция стадиона ""Лужники";"";\N
"557";"""Москва строится"": Развязка МКАД - Рязанский проспект";"";\N
"558";"Реконструкция развязки Каширки и МКАД завершится в 2015 году";"";\N
"559";"""Москва в цифрах"": Реконструкция Большой Академической улицы";"";\N
"560";"Дороги Москвы: Северо-Западная хорда";"";\N
"561";"На МКАД до конца года откроют 4 развязки";"";\N
"562";"Калининская ветка метро дойдет до ""новой Москвы"" в 2017 году";"";\N
"563";"Архитектурный конкурс на концепцию развития прибрежных территорий Москвы-реки";"";\N
"564";"""Москва строится"": Развитие метро";"";\N
"565";"Пресс-подход М. Хуснуллина по итогам рассмотрения Адресной инвестиционной программы";"";\N
"566";"Заседание президиума правительства Москвы";"";\N
"567";"Дороги Москвы: Каширское шоссе";"";\N
"568";"""Дороги Москвы"": Ярославское шоссе";"";\N
"569";"""Дороги Москвы"": Ленинский проспект";"";\N
"570";"Дороги Москвы: Варшавское шоссе";"";\N
"571";"Круглые дома Москвы и области";"";\N
"572";"Как будет развиваться ""новая Москва""?";"";\N
"573";"Как изменились дороги Москвы";"";\N
"574";"Адресная инвестиционная программа Москвы";"";\N
"575";"""Большая Москва"": Южный административный округ";"";\N
"576";"""Большая Москва"": Троицкий административный округ";"";\N
"577";"""Большая Москва"": Центральный административный округ";"";\N
"578";"""Большая Москва"": Юго-Восточный административный округ";"";\N
"579";"""Большая Москва"": Восточный административный округ";"";\N
"580";"""Большая Москва"": Северо-Восточный административный округ";"";\N
"581";"Как планируют надстраивать дома";"";\N
"582";"Как реконструируют Калужское шоссе";"";\N
"583";"Как реконструируют Дмитровское шоссе";"";\N
"584";"""Москва строится"": развязка Мичуринский проспект - МКАД";"";\N
"585";"Как работают лифты серии ""Twin""?";"";\N
"586";"""Москва в цифрах"": участок Волоколамского шоссе реконструируют";"";\N
"587";"Дороги Москвы - дороги будущего";"";\N
"588";"Строительство электродепо ""Митино""";"";\N
"589";"""Москва в цифрах"": Второе кольцо метро";"";\N
"590";"""Вечер"": Сергей Собянин посетил электродепо ""Митино";"";\N
"591";"""Большое интервью"": Марат Хуснуллин - о новых объектах в СЗАО и ЮАО";"";\N
"592";"На реконструируемых развязках МКАД создадут разгонные полосы";"";\N
"593";"Утвержден проект II и III этапов реконструкции Калужского шоссе";"";\N
"594";"Снос здания";"";"Снос некомфортного жилья"
"595";"""Строительство в деталях"": Как преобразуют промзону ""Грайвороново""";"";\N
"596";"Реконструкция путепровода на Ленинградке завершится до конца года";"";\N
"597";"Проект ВТБ Арена парк";"";\N
"598";"Кожуховская линия метро дойдет до района Некрасовка к 2017 году";"";\N
"599";"Центр синхронного плавания откроется на территории завода ЗИЛ";"";\N
"600";"Третий пересадочный контур метро";"";\N
"601";"Открылась станция метро ""Тропарево""";"";\N
"602";"Как будут выглядеть станции ""Солнцево"" и ""Новопеределкино""";"";\N
"603";"Что такое Генплан развития Москвы";"";\N
"604";"""Москва в цифрах"": ""Розовая"" ветка метро";"";\N
"605";"""Парк легенд"" на территории ЗиЛа";"";\N
"606";"Комитет по архитектуре и градостроительству";"";\N
"607";"Власти Москвы пересмотрели схему развития ТиНАО";"";\N
"608";"Новая станция метро в окрестностях ""Москва-Сити"" откроется в 2016 году";"";\N
"609";"Концепция- победитель конкурса на развитие прибрежных территорий от команды ""Проект Меганом"" (Россия)";"";\N
"610";"Концепция развития прибрежных территорий от команды ""Turenscape"" (Китай)";"";\N
"611";"Концепция развития прибрежных территорий от команды ""Burgos & Garrido"" (Испания)";"";\N
"612";"Концепция развития прибрежных территорий Москвы-реки от команды ""Maxwan Architects + Urbanists"" (Нидерланды)";"";\N
"613";"Концепция развития прибрежных территорий Москвы-реки от команды ""Остоженка"" (Россия)";"";\N
"614";"Концепция развития прибрежных территорий Москвы-реки от команды ""SWA Group"" (США)";"";\N
"615";"Стеклянный мост в Китае";"";\N
"616";"""Интервью"": Сергей Собянин подвел итоги года";"";\N
"617";"""Москва в цифрах"": Дороги Новой Москвы";"";\N
"618";"В столице проведут реконструкцию набережных ""Москва-Сити""";"";\N
"619";"""Москва в цифрах"": Метро ""Румянцево""";"";\N
"620";"Центральный детский магазин на Лубянке, история реконструкции";"";\N
"621";"""Вечер"": Новая станция ""Тропарево"" будет обслуживать 200 тысяч человек";"";\N
"622";"Объявлен победитель конкурса на развитие территорий Москвы-реки";"";\N
"623";"Москва занимает 2 место по развитию среди мировых держав - Собянин";"";\N
"624";"""Мегаполис сегодня"": Открылся Московский урбанистический форум";"";\N
"625";"Набережные Москвы-реки начнут благоустраивать до конца года";"";\N
"626";"""Большое интервью"": Марат Хуснуллин подвел итоги 2014 года";"";\N
"627";"Проект реконструкции стадиона ""Торпедо"" вынесут на слушания в 2015 г.";"";\N
"628";"Реконструкция ""Лужников"" может завершиться раньше срока";"";\N
"629";"Премию фестиваля ""Зодчество-2014"" отдали проекту терминала Внукова";"";\N
"630";"Здание старейшего детского сада в Москве планируют сохранить";"";\N
"631";"""Детский мир"" почти готов";"";\N
"632";"""Начало дня на Доверии"": Как изменится Новая Москва в 2015 году";"";\N
"633";"""Интервью"": Владимир Жидкин подвел итоги развития Новой Москвы за год";"";\N
"634";"Площадка для строительства павильона Атомной энергии на ВДНХ";"";\N
"635";"Как пройдет реконструкция развязки МКАД с Профсоюзной улицей";"";\N
"636";"Где появятся путепроводы к 2017 году";"";\N
"637";"""Москва в цифрах"": Дублер Волгоградского проспекта";"";\N
"639";"Каким будет метро в Новой Москве";"";\N
"640";"Интервью заместителя мэра по градостроительной политике и строительству Марата Хуснуллина для «Российской газеты»";"";\N
"641";"Система очистки фасадов в «Башне Федерация» заменит промышленных альпинистов: для мойщиков окон предусмотрена специальная кабина, закрепленная на кране";"";\N
"642";"Аутригерные этажи в ""Башне Федерация""";"";\N
"643";"""Вечер"": На станции метро ""Румянцево"" начались отделочные работы";"";\N
"644";"""Вечер"": Реконструкция ""Лужников"" идет с опережением графика";"";\N
"645";"Как проходит реконструкция ""Лужников""";"";\N
"646";"Какой будет станция метро ""Румянцево""";"";\N
"647";"Галерея Кристалл";"";\N
"648";"Что такое адресная инвестиционная программа";"";\N
"649";"""Лужники"" и Воробьевы горы соединит канатная дорога";"";\N
"650";"""Вечер"": Власти не сократят объемы ввода недвижимости в столице";"";\N
"651";"""Мегаполис сегодня"": В Москве прошло заседание коллегии стройкомплекса";"";\N
"652";"Станция метро ""Ховрино"" откроется в начале следующего года";"";\N
"653";"Марат Хуснуллин рассказал об антикризисных мерах на строительном рынке";"";\N
"654";"""Мегаполис сегодня"": Какой будет развязка между Рязанкой и МКАД";"";\N
"655";"Как работает программа строительства православных храмов";"";\N
"656";"В Москве будут строить панельные многоэтажки нового поколения";"";\N
"657";"Реорганизация завода ""Кристалл""";"";\N
"658";"Станцию метро ""Ховрино"" планируется открыть в начале 2016 года";"";\N
"659";"Развитие ""новой Москвы""";"";\N
"660";"Сергей Собянин посетил строительство станции «Саларьево»";"";\N
"661";"Жителей Новой Москвы своевременно обеспечат школами и детсадами - мэр";"";\N
"662";"Строительство новых станций Сокольнической линии завершат в 2015 году";"";\N
"663";"Новые станции метро будут возводить быстрее";"";\N
"664";"Строительство станции метро «Ховрино» завершат к концу года";"";\N
"665";"Продолжается реконструкция Коптевского путепровода";"";\N
"666";"Власти сохранят темпы строительства недвижимости в Москве";"";\N
"667";"Строительство Калининско-Солнцевской ветки завершат в 2017 году";"";\N
"668";"Столичные власти утвердят новые требования к панельным домам";"";\N
"669";"Строительство хоккейного комплекса ""Арена Легенд""";"";\N
"670";"Сергей Собянин посетил новый образовательный центр в ТиНАО";"";\N
"671";"Первый винчестерный тоннель появится в столице в 2016 году";"";\N
"672";"Эстакаду около станции метро ""Тушинская"" откроют досрочно";"";\N
"673";"«Строительство в деталях»: Как реконструируют столичные театры";"";\N
"674";"Интервью"": Константин Тимофеев - о поддержке долевого строительства";"";\N
"675";"""Вечер"": Москва остается привлекательной для инвесторов – Собянин";"";\N
"676";"""Вечер"": Число аварийных памятников сократилось более чем на треть";"";\N
"677";"""Мегаполис сегодня"": Как восстанавливают памятники архитектуры Москвы";"";\N
"678";"Вдоль берегов Москвы-реки построят противооползневые сооружения";"";\N
"679";"""Вечер"": На улице Народного ополчения начали сносить пятиэтажку";"";\N
"680";"Как идет реконструкция развязки между МКАД и Ленинским проспектом";"";\N
"681";"Реконструкция развязки МКАД с Ленинским проспектом улучшит трафик";"";\N
"682";"Реконструкция развязки МКАД с Ленинским проспектом завершится осенью";"";\N
"683";"""Москва в цифрах"": Китайский сад";"";\N
"684";"Центральный детский магазин на Лубянке";"";\N
"685";"Какие парки появятся в Новой Москве";"";\N
"686";"""Москва в цифрах"": Станция ""Бутырская""";"";\N
"687";"Реконструкция развязок на МКАД";"";\N
"688";"Обустройство игрового поля стадиона ЦСКА начнется в июне 2015 года";"";\N
"690";"Какие пятиэтажки сносят в Москве?";"";\N
"691";"Станция метро ""Котельники"" откроется в мае 2015 года";"";\N
"692";"Развязку на пересечении МКАД с Каширским шоссе реконструируют в 2015 году";"";\N
"693";"Кожуховскую линию метро могут запустить в конце 2017 года";"";\N
"694";"Движение по развязке на пересечении Ленинского проспекта и МКАД запустят осенью 2015 года";"";\N
"695";"Строительство жилья станет антикризисной мерой для Москвы - Хуснуллин";"";\N
"696";"""В деталях"": Что ожидает промзоны Москвы в этом году";"";\N
"697";"Самыми востребованными на рынке труда стали строители и инженеры";"";\N
"698";"В Москве закончили реконструкцию нового здания Театра Романа Виктюка";"";\N
"699";"Подрядчики отчитались о работах по строительству метро ""Шелепиха""";"";\N
"700";"В ДК имени Русакова завершены основные реставрационные работы";"";\N
"701";"В основание филиала МХТ имени Чехова заложили капсулу для потомков";"";\N
"702";"Реставрация здания Театра Романа Виктюка завершилась - Собянин";"";\N
"703";"""Вечер"": Как идет строительство электродепо ""Солнцево""";"";\N
"704";"В Некрасовке возводят панельные дома новых серий";"";\N
"705";"Электродепо в Солнцеве планируют открыть в 2017 году";"";\N
"706";"Московскую электроподстанцию ""Бабушкин"" запустили после модернизации";"";\N
"707";"В 2015 году завершится реконструкция пяти развязок на МКАД";"";\N
"708";"Станцию метро ""Хорошевская"" планируют открыть к ноябрю 2016 года";"";\N
"709";"""Вечер"": В Москве достроен ледовый дворец ""Арена легенд""";"";\N
"710";"Открыто новое здание московской прокуратуры";"";\N
"711";"""Москва. Подробности"": Как будут перестраивать промзоны Москвы";"";\N
"712";"""В деталях"": Когда в Москве завершится снос пятиэтажек";"";\N
"713";"В Центральном доме художника открылась выставка недвижимости";"";\N
"714";"""Вечер"": Отделочные работы на станции ""Румянцево"" выполнены на 70%";"";\N
"715";"Владимир Жидкин рассказал о развитии Новой Москвы";"";\N
"716";"В Новой Москве построено более 5 млн квадратных метров недвижимости";"";\N
"717";"""Интервью"": Андрей Бочкарев - о строительстве приоритетных объектов";"";\N
"718";"На проспекте Андропова возвели пешеходный переход с лифтами";"";\N
"719";"Для поликлиники № 195 на Западе Москвы построят дополнительный корпус";"";\N
"720";"Первый этап реконструкции Калужского шоссе завершится в 2017 году";"";\N
"721";"Работы на развязке МКАД и Каширки выполнены на 75%";"";\N
"722";"Кожуховскую линию метро планируют запустить в начале 2018 года";"";\N
"723";"Строители начали работу над уникальным фарфоровым куполом новой церкви";"";\N
"724";"""Вечер"": Эстакаду над Смоленским направлением МЖД построят в сентябре";"";\N
"725";"""В деталях"": Какие социальные объекты построят в Новой Москве";"";\N
"726";"Опубликован список пятиэтажек, предназначенных на снос в 2015 году";"";\N
"727";"Детский город профессий ""Кидбург""";"";\N
"728";"Стадион ""Динамо"" после реконструкции";"";\N
"729";"Метро ""Хорошевская"" Второго кольца метро откроется в 2016 году";"";\N
"730";"Метро в «новую Москву» придет в 2015 году";"";\N
"731";"Детский мир открыли после 6 лет реконструкции";"";\N
"732";"Открыта историческая часть здания Московского музыкального театра «Геликон-опера»";"";"ЦАО"
"733";"Метро ""Шелепиха"" планируют открыть в 2016 году";"";\N
"734";"Двухсотая станция московского метро";"";\N
"735";"Ледовый дворец ""Арена Легенд""";"";\N
"736";"Станция метро ""Котельники""";"";\N
"737";"Строительство школ и детских садов в столице";"";\N
"738";"""Москва в цифрах"": Какой будет станция метро ""Котельники""";"";\N
"739";"Как будет развиваться Новая Москва";"";\N
"740";"Как пройдет реконструкция дорог в районе Рябиновой улицы";"";\N
"741";"Как реконструируют Аминьевское шоссе";"";\N
"742";"Развязка МКАД - Верхние поля";"";\N
"743";"Станцию метро «Зюзино» откроют в 2018 году";"";\N
"744";"На пересечении Дмитровского шоссе и МКАД открылся почти километровый тоннель";"";\N
"745";"К 70-летию Победы в Великой Отечественной войне";"";"Ветераны"
"746";"88 км дорог построят в Москве в 2015 году";"";\N
"747";"Стройкомплекс Москвы на первомайской демонстрации";"";\N
