"id";"name";"meta_keywords";"tags"
"477";"Детский сад и школа в ""новой Москве""  С.Собянин, М.Хуснуллин";"";"жители|Марат Хуснуллин|ДОУ|детские сады|строительство|школа|объекты образования|новая Москва|Московская агломерация|Сергей Собянин|ТиНАО|НАО"
"478";"Строительство станции метро ""Саларьево"". С.Собянин, М.Хуснуллин, Д.Пегов, С.Жуков";"";"Москва|Марат Хуснуллин|строительство метро|строительство|Сокольническая линия|станции метро|новая Москва|Московская агломерация|метро «Саларьево» (Сокольническая линия)|Сергей Собянин|ТиНАО|НАО"
"479";"Реконструкция развязки на пересечении МКАД и Каширского шоссе. С. Собянин, А. Бочкарев";"";"МКАД|дороги|Андрей Бочкарев|строительство|развязки|вылетные магистрали|эстакады|реконструкция|Каширское шоссе|ЮАО"
"480";"Строительство эстакады возле ""Москва-Сити"". П.Аксенов";"";"дороги|строительство|Москва-Сити|развязки|эстакады|Петр Аксенов|ЗАО"
"481";"Строительство станции «Некрасовка» Кожуховской линии метро. М. Хуснуллин";"";"Марат Хуснуллин|метро|строительство метро|строительство|станции метро|метро «Некрасовка» (Кожуховская линия)|ВАО"
"482";"16-й международный фестиваль архитектуры и дизайна ""Под крышей дома"". С.Кузнецов";"";"Москва|Сергей Кузнецов|фестиваль|выставка|ЦАО|Объекты культуры"
"483";"XXXII выставка недвижимости в ЦДХ. М. Хуснуллин";"";"Москва|презентация|Марат Хуснуллин|жилье|выставка|ЦАО"
"484";"Открытие нового здания московской прокуратуры С. Собянин, М. Хуснуллин";"";"Марат Хуснуллин|Андрей Бочкарев|строительство|Сергей Собянин|ЮВАО"
"485";"Строительство хоккейного комплекса ""Арена Легенд"". С. Собянин, М. Хуснуллин";"";"Москва|Марат Хуснуллин|строительство|спортивные объекты|Сергей Собянин|ЮАО|""Арена легенд""/""Парк легенд"""
"486";"Строительство станции метро «Хорошевская». М. Хуснуллин, С. Кидяев.";"";"Москва|Марат Хуснуллин|метро|строительство метро|строительство|станции метро|метро «Хорошевская» (Третий пересадочный контур)|СЗАО"
"487";"Строительство электродепо ""Солнцево"". С.Собянин, М.Хуснуллин";"";"Москва|Марат Хуснуллин|метро|строительство метро|строительство|электродепо|Калининско-Солнцевская линия|Сергей Собянин|ЗАО"
"488";"Семинар для застройщиков по предоставлению отчетности в рамках 214-ФЗ";"";"Москва|комитет|строительство|освещение работы Стройкомплекса"
"489";"Строительство станции метро ""Хорошевская"" Третьего пересадочного контура. С.Собянин, М.Хуснуллин, С.Кидяев";"";"Москва|Марат Хуснуллин|метро|строительство метро|строительство|Таганско-Краснопресненская линия|Третий пересадочный контур|станции метро|метро «Хорошевская» (Третий пересадочный контур)|Сергей Собянин|СЗАО"
"490";"Открытие ""Центрального детского магазина на Лубянке"". С. Собянин, М. Хуснуллин, А. Костин, А. Кибовский";"";"Марат Хуснуллин|строительство|реконструкция|Сергей Собянин|«Центральный детский мир на Лубянке»"
"491";"Строительство эстакады на Волоколамском шоссе. С. Собянин, М. Хуснуллин";"";"Москва|дороги|Марат Хуснуллин|строительство|вылетные магистрали|эстакады|реконструкция|Сергей Собянин|Петр Аксенов|СЗАО"
"492";"Строительство станции ""Ходынское поле"". М. Хуснуллин";"";"Москва|Марат Хуснуллин|метро|строительство метро|строительство|Третий пересадочный контур|станции метро|метро «Ходынское поле» (Третий пересадочный контур)|СЗАО"
"493";"Реконструкция Волоколамского путепровода. П. Аксенов";"";"Москва|дороги|строительство|вылетные магистрали|реконструкция|инженерные сети и сооружения|Петр Аксенов"
"494";"Комплексная реконструкция Обручевского района. С. Собянин. М. Хуснуллин, С. Левкин";"";"Москва|дома|жители|Марат Хуснуллин|Сергей Лёвкин|строительство|жилье|Сергей Собянин|ЮЗАО"
"495";"Открытие первой очереди театра ""Геликон-опера"". С. Собянин, М. Хуснуллин, Д. Бертман";"";"Москва|Марат Хуснуллин|строительство|реконструкция|Сергей Собянин|ЦАО|Объекты культуры"
"496";"Строительство ТПУ и эстакады рядом с  «Москва-Сити». С. Собянин, М. Хуснуллин";"";"Москва|дороги|Марат Хуснуллин|Андрей Бочкарев|строительство|Москва-Сити|МКЖД|железная дорога|Сергей Собянин|ЗАО"
"497";"Субботний объезд ЮЗАО, Зюзино. М. Хуснуллин, А. Бочкарев";"";"Москва|дороги|Марат Хуснуллин|Андрей Бочкарев|метро|ЮЗАО"
"498";"Строительство стадиона ЦСКА . С. Собянин, М. Хуснуллин";"";"Москва|Марат Хуснуллин|строительство|спортивные объекты|Сергей Собянин|СЗАО"
"499";"Строительство путепровода на Рябиновой улице. П. Аксенов";"";"Москва|дороги|строительство|развязки|эстакады|МКЖД|Петр Аксенов|ЗАО"
"500";"Снос пятиэтажки на Ельнинской улице, д.14, корп.3 (Кунцево). А.Валуй";"";"Москва|дома|жилье|Снос некомфортного жилья|ЗАО"
"501";"Пресс-конференция по итогам I квартала 2015 года. М. Хуснуллин";"";"Москва|Марат Хуснуллин|освещение работы Стройкомплекса"
"502";"Открытие тоннеля на пересечении МКАД с Дмитровским шоссе. С.Собянин, М.Хуснуллин, А.Бочкарев";"";"Москва|МКАД|дороги|Марат Хуснуллин|Андрей Бочкарев|развязки|вылетные магистрали|тоннели|реконструкция|Дмитровское шоссе|Сергей Собянин|САО"
"503";"Встреча с ветеранами строительной отрасли. М. Хуснуллин";"";"Москва|Марат Хуснуллин|Ветераны|ЦАО"
"504";"Cтроительство станции метро ""Саларьево"". М. Хусунуллин, А. Бочкарев";"";"Москва|Марат Хуснуллин|Андрей Бочкарев|метро|строительство метро|строительство|Сокольническая линия|станции метро|метро «Саларьево» (Сокольническая линия)|ТиНАО|НАО"
"505";"Стройкомплекс Москвы на первомайской демонстрации. М. Хуснуллин, С. Левкин, А. Бочкарев";"";\N
"506";"Строительство станции ""Мичуринский проспект"" М. Хуснуллин, А. Бочкарев";"";\N
